user_id,birthdate,age_end_july_2023,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,mths_as_customer,avg_session_duration_seconds,sum_session_duration_seconds,trips_booked,total_sessions,total_page_clicks,avg_days_booking_to_flight,total_cancellations,total_flights_with_discount,avg_flight_discount_amount,sum_flight_discount_amount,discount_flight_proportion,sum_flights_cost,avg_flights_cost,sum_departure_flights,sum_return_flights,total_flights_transactions,ADS_flights,ADS_per_km,sum_distance_km,avg_distance_km,avg_seats_booked,sum_seats_booked,avg_checked_bags,sum_checked_bags,total_hotels_with_discount,avg_hotel_discount_amount,sum_hotel_discount_amount,discount_hotel_proportion,sum_hotel_cost_per_room_per_night,avg_hotel_cost_per_room_per_night,sum_hotel_cost_total,avg_hotel_cost_total,total_hotel_transactions,ADS_hotels,avg_nights_booked,sum_nights_booked,avg_rooms_booked,sum_rooms_booked,scaled_ADS
515565,1979-10-25,43.0,F,0,1,usa,los angeles,LAX,33.942,-118.408,2023-01-07,6.0,168.875,1351.0,4,8,181,8.25,0,0,0.0,0.0,0.0,3140.87,785.22,4,4,8,0.0,0.0,14535.24,3633.81,1.25,5.0,0.75,3.0,0,0.0,0.0,0.0,552.0,138.0,3352.0,838.0,4,0.0,4.5,18.0,1.25,5.0,0.0
515578,1987-04-03,36.0,M,0,0,usa,san francisco,SFO,37.619,-122.375,2023-01-07,6.0,172.125,1377.0,6,8,185,7.4,0,1,0.4,0.3999999999999999,0.111,2446.3,489.26,5,4,9,170.31,0.0108,15815.94,3163.19,1.0,5.0,0.6,3.0,1,0.15,0.15,0.17,1031.0,171.83,3545.0,590.83,6,24.9,3.3333333333333335,20.0,1.0,6.0,0.06640957052726805
515580,1979-04-21,44.0,F,0,0,usa,indianapolis,IND,39.717,-86.294,2023-01-07,6.0,175.125,1401.0,4,8,188,8.33,0,0,0.0,0.0,0.0,1171.92,390.64,3,3,6,0.0,0.0,6303.69,2101.23,1.0,3.0,0.67,2.0,1,0.1,0.1,0.25,505.0,126.25,6260.0,1565.0,4,22.6,6.0,24.0,1.25,5.0,0.0
515586,1969-07-04,54.0,F,0,0,usa,san diego,SAN,32.733,-117.189,2023-01-07,6.0,112.0,1008.0,5,9,133,8.0,0,0,0.0,0.0,0.0,2781.7,556.34,5,5,10,0.0,0.0,16348.43,3269.69,1.0,5.0,0.6,3.0,0,0.0,0.0,0.0,934.0,311.33,2648.0,882.67,3,0.0,3.3333333333333335,10.0,1.0,3.0,0.0
515610,1991-01-10,32.0,M,1,1,canada,vancouver,YVR,49.195,-123.182,2023-01-07,6.0,82.83333333333333,497.0,2,6,66,4.5,1,1,0.1,0.1,0.25,3244.66,1622.33,2,2,4,278.91,0.0444,6277.36,3138.68,2.5,5.0,0.5,1.0,0,0.0,0.0,0.0,88.0,88.0,352.0,352.0,1,0.0,4.0,4.0,1.0,1.0,0.10875634616734386
515634,2006-09-25,16.0,F,0,0,usa,austin,AUS,30.194,-97.67,2023-01-07,6.0,120.5,964.0,0,8,127,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
515639,1984-05-27,39.0,F,0,0,usa,los angeles,LAX,33.942,-118.408,2023-01-07,6.0,144.44444444444446,1300.0,7,9,176,7.14,0,1,0.3,0.3,0.071,4675.07,667.87,7,7,14,229.67,0.0094,24352.79,3478.97,1.1428571428571428,8.0,0.86,6.0,1,0.1,0.1,0.17,1225.0,204.17,6326.0,1054.33,6,0.0,3.6666666666666665,22.0,1.1666666666666667,7.0,0.0895560217426907
515645,1987-11-09,35.0,F,1,0,usa,new york,LGA,40.777,-73.872,2023-01-07,6.0,90.125,721.0,3,8,96,6.5,0,0,0.0,0.0,0.0,241.57,120.78,2,1,3,0.0,0.0,2548.07,1274.03,1.0,2.0,1.0,2.0,0,0.0,0.0,0.0,821.0,410.5,12282.0,6141.0,2,0.0,8.5,17.0,1.5,3.0,0.0
515666,1984-12-01,38.0,F,1,0,usa,columbus,LCK,39.814,-82.928,2023-01-07,6.0,134.125,1073.0,4,8,144,8.5,0,0,0.0,0.0,0.0,780.1199999999999,195.03,4,3,7,0.0,0.0,4510.04,1127.51,1.0,4.0,0.5,2.0,2,0.08,0.15,0.5,465.0,116.25,1399.0,349.75,4,6.800000000000001,3.75,15.0,1.0,4.0,0.0
515675,1993-01-15,30.0,F,0,0,usa,tacoma,TCM,47.138,-122.476,2023-01-07,6.0,111.14285714285714,778.0,2,7,105,6.0,1,1,0.3,0.3,0.5,613.56,613.56,1,1,2,184.07,0.049,3753.65,3753.65,1.0,1.0,0.0,0.0,1,0.1,0.1,0.5,257.0,128.5,876.0,438.0,2,7.6,2.0,4.0,1.5,3.0,0.07177505517558705
515684,1969-11-28,53.0,F,0,0,usa,new york,LGA,40.777,-73.872,2023-01-07,6.0,186.77777777777777,1681.0,7,9,228,9.0,0,1,0.05,0.05,0.071,2312.52,330.36,7,7,14,36.18,0.0031,11832.25,1690.32,1.1428571428571428,8.0,0.86,6.0,1,0.05,0.05,0.2,1156.0,231.2,3151.0,630.2,5,3.7,2.2,11.0,1.2,6.0,0.014107793210478293
515688,1976-11-07,46.0,F,1,1,usa,akron,AKR,41.038,-81.467,2023-01-07,6.0,150.5,1204.0,4,8,160,8.5,0,0,0.0,0.0,0.0,862.04,215.51,4,4,8,0.0,0.0,4852.22,1213.05,1.25,5.0,1.25,5.0,0,0.0,0.0,0.0,591.0,147.75,2400.0,600.0,4,0.0,3.25,13.0,1.25,5.0,0.0
515694,1980-04-03,43.0,F,0,0,usa,lubbock,LBB,33.664,-101.823,2023-01-07,6.0,227.875,1823.0,6,8,245,8.33,0,2,0.05,0.1,0.167,1794.0,299.0,6,6,12,15.36,0.003,10252.78,1708.8,1.0,6.0,0.5,3.0,0,0.0,0.0,0.0,2029.0,338.17,2643.0,440.5,6,0.0,1.3333333333333333,8.0,1.0,6.0,0.00598937821207702
515713,1981-06-05,42.0,F,1,0,usa,tucson,DMA,32.166,-110.883,2023-01-07,6.0,135.75,1086.0,3,8,147,6.0,0,2,0.17,0.35,0.5,1203.29,601.64,2,2,4,118.85,0.016,7443.55,3721.77,1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,384.0,128.0,8682.0,2894.0,3,0.0,21.0,63.0,1.3333333333333333,4.0,0.046343593782900636
515727,1985-08-02,37.0,F,1,0,usa,laredo,LRD,27.544,-99.461,2023-01-07,6.0,109.75,878.0,4,8,118,8.25,0,0,0.0,0.0,0.0,1516.82,379.2,4,4,8,0.0,0.0,9285.78,2321.44,1.0,4.0,0.25,1.0,2,0.15,0.3,0.5,635.0,158.75,2127.0,531.75,4,20.025,3.25,13.0,1.0,4.0,0.0
515735,1960-07-23,63.0,F,1,1,usa,chicago,MDW,41.786,-87.752,2023-01-07,6.0,75.22222222222223,677.0,1,9,91,8.0,0,0,0.0,0.0,0.0,517.22,517.22,1,1,2,0.0,0.0,2643.53,2643.53,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,119.0,119.0,119.0,119.0,1,0.0,1.0,1.0,1.0,1.0,0.0
515739,1976-01-08,47.0,F,1,0,usa,new york,LGA,40.777,-73.872,2023-01-07,6.0,94.875,759.0,3,8,103,7.0,0,0,0.0,0.0,0.0,659.72,219.91,3,2,5,0.0,0.0,5837.37,1945.79,1.0,3.0,0.67,2.0,1,0.05,0.05,0.5,226.0,113.0,674.0,337.0,2,0.0,3.0,6.0,1.0,2.0,0.0
515751,1981-07-09,42.0,F,1,1,usa,new york,JFK,40.64,-73.779,2023-01-07,6.0,146.875,1175.0,3,8,159,8.0,0,0,0.0,0.0,0.0,1762.1699999999998,587.39,3,3,6,0.0,0.0,6112.61,2037.54,1.3333333333333333,4.0,0.67,2.0,0,0.0,0.0,0.0,526.0,175.33,4696.0,1565.33,3,0.0,3.3333333333333335,10.0,1.3333333333333333,4.0,0.0
515764,2000-05-23,23.0,F,0,1,canada,edmonton,YED,53.667,-113.467,2023-01-07,6.0,87.375,699.0,3,8,94,9.0,0,0,0.0,0.0,0.0,364.7,364.7,1,1,2,0.0,0.0,2217.25,2217.25,1.0,1.0,2.0,2.0,0,0.0,0.0,0.0,963.0,321.0,9408.0,3136.0,3,0.0,10.0,30.0,1.0,3.0,0.0
515778,1971-10-05,51.0,F,1,0,usa,milwaukee,MKE,42.947,-87.896,2023-01-07,6.0,127.5,1020.0,3,8,137,8.5,0,0,0.0,0.0,0.0,726.46,363.23,2,2,4,0.0,0.0,3855.04,1927.52,1.0,2.0,0.5,1.0,1,0.1,0.1,0.33,544.0,181.33,2020.0,673.33,3,12.4,4.666666666666667,14.0,1.0,3.0,0.0
515802,1982-11-05,40.0,F,0,0,usa,las vegas,LAS,36.08,-115.152,2023-01-07,6.0,146.875,1175.0,5,8,160,6.75,0,0,0.0,0.0,0.0,2250.04,562.51,4,4,8,0.0,0.0,8610.63,2152.66,1.5,6.0,0.75,3.0,1,0.1,0.1,0.2,848.0,169.6,4316.0,863.2,5,12.4,3.6,18.0,1.4,7.0,0.0
515818,1957-06-20,66.0,M,0,0,usa,chicago,ORD,41.979,-87.904,2023-01-07,6.0,131.625,1053.0,1,8,140,8.0,0,0,0.0,0.0,0.0,1028.11,1028.11,1,1,2,0.0,0.0,2859.03,2859.03,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
515831,1991-10-07,31.0,F,0,1,usa,indianapolis,IND,39.717,-86.294,2023-01-07,6.0,136.5,1092.0,2,8,145,10.0,0,0,0.0,0.0,0.0,729.6299999999999,364.81,2,2,4,0.0,0.0,3892.79,1946.4,1.0,2.0,0.5,1.0,1,0.1,0.1,1.0,323.0,323.0,646.0,646.0,1,0.0,2.0,2.0,1.0,1.0,0.0
515835,1976-06-05,47.0,F,1,1,usa,fort worth,FTW,32.82,-97.362,2023-01-07,6.0,133.25,1066.0,3,8,145,7.33,0,0,0.0,0.0,0.0,832.2,277.4,3,3,6,0.0,0.0,3819.78,1273.26,1.3333333333333333,4.0,0.33,1.0,0,0.0,0.0,0.0,997.0,332.33,1929.0,643.0,3,0.0,1.6666666666666667,5.0,1.3333333333333333,4.0,0.0
515854,1957-03-04,66.0,F,1,0,usa,reno,RNO,39.498,-119.768,2023-01-07,6.0,120.75,966.0,2,8,130,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,203.0,101.5,1097.0,548.5,2,0.0,5.0,10.0,1.0,2.0,0.0
515874,1956-04-18,67.0,F,1,0,usa,anchorage,ANC,61.174,-149.996,2023-01-07,6.0,93.55555555555556,842.0,1,9,113,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,109.0,109.0,1962.0,1962.0,1,0.0,9.0,9.0,2.0,2.0,0.0
515891,1983-03-27,40.0,F,0,0,usa,indianapolis,IND,39.717,-86.294,2023-01-07,6.0,124.625,997.0,5,8,132,9.0,0,0,0.0,0.0,0.0,2023.97,404.79,5,5,10,0.0,0.0,11497.82,2299.56,1.0,5.0,0.4,2.0,1,0.1,0.1,0.25,918.0,229.5,5103.0,1275.75,4,12.2,4.0,16.0,1.0,4.0,0.0
515901,1988-05-12,35.0,F,0,0,usa,phoenix,PHX,33.434,-112.008,2023-01-07,6.0,106.55555555555556,959.0,2,9,129,7.0,0,0,0.0,0.0,0.0,604.1800000000001,302.09,2,2,4,0.0,0.0,3864.63,1932.31,1.0,2.0,0.5,1.0,1,0.1,0.1,0.5,269.0,134.5,904.0,452.0,2,8.6,3.0,6.0,1.0,2.0,0.0
515908,1976-01-22,47.0,F,1,1,usa,st. louis,STL,38.748,-90.36,2023-01-07,6.0,114.875,919.0,2,8,125,9.0,0,1,0.15,0.15,0.25,586.98,293.49,2,2,4,22.86,0.0069,3330.35,1665.17,1.0,2.0,0.5,1.0,1,0.15,0.15,0.5,206.0,103.0,531.0,265.5,2,17.849999999999998,2.5,5.0,1.0,2.0,0.008913879292192752
515941,1976-10-25,46.0,F,1,1,usa,st. petersburg,PIE,27.911,-82.687,2023-01-07,6.0,114.625,917.0,4,8,124,8.5,0,0,0.0,0.0,0.0,1236.24,618.12,2,2,4,0.0,0.0,7146.7,3573.35,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,863.0,215.75,4427.0,1106.75,4,0.0,5.5,22.0,1.0,4.0,0.0
515947,1992-12-18,30.0,F,0,0,usa,new york,LGA,40.777,-73.872,2023-01-07,6.0,115.875,927.0,2,8,123,9.5,0,0,0.0,0.0,0.0,528.13,264.06,2,1,3,0.0,0.0,4954.52,2477.26,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,454.0,227.0,660.0,330.0,2,0.0,1.5,3.0,1.0,2.0,0.0
515953,1980-09-16,42.0,F,1,0,usa,los angeles,LAX,33.942,-118.408,2023-01-07,6.0,129.5,1036.0,3,8,140,8.67,0,2,0.1,0.2,0.333,1482.09,494.03,3,3,6,70.91,0.0291,4874.92,1624.97,1.6666666666666667,5.0,0.67,2.0,0,0.0,0.0,0.0,535.0,178.33,1638.0,546.0,3,0.0,2.3333333333333335,7.0,1.6666666666666667,5.0,0.027650182878800878
515974,2000-12-09,22.0,M,0,1,usa,dallas,DAL,32.847,-96.852,2023-01-07,6.0,105.375,843.0,3,8,113,20.0,0,0,0.0,0.0,0.0,347.94,347.94,1,1,2,0.0,0.0,1967.77,1967.77,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,689.0,229.67,5112.0,1704.0,3,0.0,11.333333333333334,34.0,1.0,3.0,0.0
515985,1981-05-20,42.0,F,1,0,canada,ottawa,YOW,45.323,-75.669,2023-01-07,6.0,94.22222222222224,848.0,3,9,114,9.5,0,1,0.05,0.05,0.25,132.16,66.08,2,2,4,0.0,0.0,742.19,371.1,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,864.0,288.0,1968.0,656.0,3,0.0,3.3333333333333335,10.0,1.0,3.0,0.0
516001,1992-01-01,31.0,F,1,0,usa,anchorage,EDF,61.251,-149.806,2023-01-07,6.0,86.66666666666667,780.0,1,9,106,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,153.0,153.0,918.0,918.0,1,0.0,3.0,3.0,2.0,2.0,0.0
516004,1973-03-20,50.0,F,1,1,usa,san francisco,SFO,37.619,-122.375,2023-01-07,6.0,104.44444444444444,940.0,2,9,128,8.0,0,0,0.0,0.0,0.0,684.1099999999999,342.05,2,0,2,0.0,0.0,8452.18,4226.09,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,495.0,247.5,1590.0,795.0,2,0.0,3.0,6.0,1.0,2.0,0.0
516006,1975-10-09,47.0,F,1,0,usa,san antonio,RND,29.529,-98.279,2023-01-07,6.0,162.75,1302.0,5,8,176,8.8,0,1,0.05,0.05,0.1,999.86,199.97,5,5,10,11.46,0.002,5735.73,1147.15,1.0,5.0,0.4,2.0,0,0.0,0.0,0.0,940.0,188.0,4541.0,908.2,5,0.0,4.4,22.0,1.0,5.0,0.0044686376504168394
516039,2006-11-25,16.0,F,0,0,usa,santa ana,SNA,33.676,-117.868,2023-01-07,6.0,80.33333333333333,723.0,0,9,96,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
516053,1981-09-15,41.0,F,0,1,usa,los angeles,LAX,33.942,-118.408,2023-01-07,6.0,126.88888888888889,1142.0,5,9,152,8.2,0,1,0.2,0.2,0.1,2975.56,595.11,5,5,10,12.01,0.0007,17147.65,3429.53,1.0,5.0,0.4,2.0,1,0.15,0.15,0.33,241.0,80.33,781.0,260.33,3,0.0,3.6666666666666665,11.0,1.0,3.0,0.004683101062958659
516057,1985-10-14,37.0,F,0,0,usa,houston,HOU,29.645,-95.279,2023-01-07,6.0,199.0,1194.0,3,6,160,9.33,1,1,0.05,0.05,0.167,1495.68,498.56,3,3,6,34.19,0.0052,6573.56,2191.19,1.3333333333333333,4.0,0.67,2.0,1,0.15,0.15,0.5,367.0,183.5,2498.0,1249.0,2,33.15,4.5,9.0,1.5,3.0,0.013331825590554252
516061,1968-09-28,54.0,F,1,0,usa,chicago,UGN,42.422,-87.868,2023-01-07,6.0,134.625,1077.0,3,8,145,7.0,0,1,0.1,0.1,0.167,724.82,241.61,3,3,6,6.92,0.0025,2745.44,915.15,1.3333333333333333,4.0,0.33,1.0,0,0.0,0.0,0.0,342.0,171.0,2592.0,1296.0,2,0.0,4.5,9.0,1.5,3.0,0.0026983396632534492
516076,1953-06-20,70.0,F,1,0,usa,riverside,RAL,33.952,-117.445,2023-01-07,6.0,74.25,594.0,0,8,80,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
516086,2006-06-02,17.0,F,0,1,usa,new york,LGA,40.777,-73.872,2023-01-07,6.0,67.3,673.0,1,10,91,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.15,0.15,1.0,104.0,104.0,1872.0,1872.0,1,15.6,18.0,18.0,1.0,1.0,0.0
516089,1967-04-10,56.0,F,1,1,usa,baltimore,BWI,39.175,-76.668,2023-01-07,6.0,126.0,1008.0,3,8,135,7.33,0,1,0.05,0.05,0.167,1030.02,343.34,3,3,6,16.31,0.0027,5984.61,1994.87,1.0,3.0,0.67,2.0,0,0.0,0.0,0.0,246.0,82.0,844.0,281.33,3,0.0,4.0,12.0,1.0,3.0,0.006359815015558346
516092,1986-02-09,37.0,M,1,0,usa,indianapolis,IND,39.717,-86.294,2023-01-07,6.0,140.88888888888889,1268.0,4,9,171,8.25,0,0,0.0,0.0,0.0,1267.42,316.86,4,4,8,0.0,0.0,5376.31,1344.08,1.25,5.0,1.0,4.0,1,0.1,0.1,0.33,524.0,174.67,1184.0,394.67,3,13.6,2.3333333333333335,7.0,1.0,3.0,0.0
516105,1973-09-10,49.0,F,1,1,usa,austin,AUS,30.194,-97.67,2023-01-07,6.0,92.375,739.0,3,8,100,4.0,0,0,0.0,0.0,0.0,282.67,282.67,1,1,2,0.0,0.0,1522.01,1522.01,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,308.0,154.0,2644.0,1322.0,2,0.0,8.0,16.0,1.0,2.0,0.0
516117,1976-11-06,46.0,F,0,1,usa,charlotte,CLT,35.214,-80.943,2023-01-07,6.0,67.88888888888889,611.0,3,9,82,7.0,0,0,0.0,0.0,0.0,392.29,196.14,2,2,4,0.0,0.0,1488.13,744.07,1.5,3.0,0.5,1.0,0,0.0,0.0,0.0,360.0,180.0,1690.0,845.0,2,0.0,4.5,9.0,1.0,2.0,0.0
516118,1985-09-01,37.0,M,1,0,usa,newark,EWR,40.692,-74.169,2023-01-07,6.0,79.44444444444444,715.0,2,9,95,15.0,0,1,0.2,0.2,0.5,590.05,590.05,1,1,2,118.01,0.0356,3318.68,3318.68,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,429.0,214.5,6784.0,3392.0,2,0.0,10.0,20.0,1.5,3.0,0.04601604966192768
516127,1993-03-14,30.0,F,1,0,usa,denver,DEN,39.858,-104.667,2023-01-07,6.0,54.875,439.0,0,8,59,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
516132,1975-02-07,48.0,F,0,1,usa,dallas,DAL,32.847,-96.852,2023-01-07,6.0,73.14285714285714,512.0,2,7,68,10.5,1,0,0.0,0.0,0.0,431.03,215.51,2,2,4,0.0,0.0,2715.31,1357.65,1.0,2.0,1.0,2.0,0,0.0,0.0,0.0,129.0,129.0,387.0,387.0,1,0.0,3.0,3.0,1.0,1.0,0.0
516144,1973-04-02,50.0,F,1,1,usa,denver,DEN,39.858,-104.667,2023-01-07,6.0,106.22222222222224,956.0,4,9,127,9.75,0,0,0.0,0.0,0.0,1271.74,317.94,4,4,8,0.0,0.0,6981.38,1745.35,1.0,4.0,0.75,3.0,0,0.0,0.0,0.0,818.0,272.67,818.0,272.67,3,0.0,1.0,3.0,1.0,3.0,0.0
516150,1959-02-18,64.0,F,1,1,usa,baton rouge,BTR,30.533,-91.149,2023-01-07,6.0,67.375,539.0,1,8,72,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,126.0,126.0,2520.0,2520.0,1,0.0,20.0,20.0,1.0,1.0,0.0
516152,1987-10-22,35.0,F,0,0,usa,madison,MSN,43.14,-89.337,2023-01-07,6.0,97.25,778.0,1,8,105,8.0,0,0,0.0,0.0,0.0,467.68,467.68,1,1,2,0.0,0.0,2570.94,2570.94,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,122.0,122.0,366.0,366.0,1,0.0,3.0,3.0,1.0,1.0,0.0
516176,1972-12-10,50.0,O,0,1,usa,new york,JFK,40.64,-73.779,2023-01-07,6.0,254.375,2035.0,4,8,275,10.25,0,0,0.0,0.0,0.0,743.41,185.85,4,4,8,0.0,0.0,3997.92,999.48,1.0,4.0,0.25,1.0,0,0.0,0.0,0.0,397.0,132.33,1604.0,534.67,3,0.0,5.666666666666667,17.0,1.0,3.0,0.0
516177,1973-06-26,50.0,F,0,0,usa,philadelphia,PNE,40.082,-75.011,2023-01-07,6.0,142.875,1143.0,3,8,154,6.67,0,0,0.0,0.0,0.0,1358.82,452.94,3,3,6,0.0,0.0,7204.89,2401.63,1.0,3.0,1.0,3.0,0,0.0,0.0,0.0,269.0,89.67,850.0,283.33,3,0.0,4.666666666666667,14.0,1.0,3.0,0.0
516178,1995-06-19,28.0,F,0,1,canada,vancouver,YVR,49.195,-123.182,2023-01-07,6.0,129.125,1033.0,3,8,139,6.33,0,2,0.1,0.2,0.333,1157.51,385.84,3,3,6,38.58,0.012,6407.45,2135.82,1.0,3.0,0.33,1.0,1,0.05,0.05,0.5,164.0,82.0,294.0,147.0,2,4.95,2.0,4.0,1.0,2.0,0.015043633556115326
516211,1982-11-24,40.0,M,1,0,usa,philadelphia,PHL,39.872,-75.241,2023-01-07,6.0,99.5,597.0,3,6,81,7.67,1,0,0.0,0.0,0.0,732.61,244.2,3,3,6,0.0,0.0,3941.38,1313.79,1.0,3.0,0.0,0.0,0,0.0,0.0,0.0,275.0,137.5,1436.0,718.0,2,0.0,5.5,11.0,1.0,2.0,0.0
516216,1986-05-26,37.0,F,0,0,usa,philadelphia,PHL,39.872,-75.241,2023-01-07,6.0,163.875,1311.0,4,8,177,7.75,0,1,0.1,0.1,0.125,1233.91,308.48,4,4,8,42.21,0.006,6993.69,1748.42,1.0,4.0,0.25,1.0,0,0.0,0.0,0.0,723.0,180.75,1497.0,374.25,4,0.0,2.5,10.0,1.0,4.0,0.016459092078891343
516217,1979-05-19,44.0,M,1,0,canada,edmonton,YEG,53.31,-113.58,2023-01-07,6.0,174.5,1396.0,1,8,186,6.0,0,0,0.0,0.0,0.0,509.57,509.57,1,1,2,0.0,0.0,2953.15,2953.15,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
516243,1991-03-08,32.0,F,0,1,usa,buffalo,BUF,42.94,-78.732,2023-01-07,6.0,60.25,482.0,0,8,65,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
516246,1986-02-15,37.0,F,0,0,usa,austin,AUS,30.194,-97.67,2023-01-07,6.0,135.0,1215.0,4,9,162,6.5,0,2,0.22,0.4499999999999999,0.25,1473.69,368.42,4,4,8,84.83,0.0195,8684.03,2171.01,1.0,4.0,0.75,3.0,1,0.1,0.1,0.25,815.0,203.75,2217.0,554.25,4,49.3,2.75,11.0,1.0,4.0,0.033078056883495674
516251,1972-04-20,51.0,F,1,0,canada,calgary,YYC,51.114,-114.02,2023-01-07,6.0,227.75,1822.0,7,8,247,9.0,0,0,0.0,0.0,0.0,4293.61,613.37,7,7,14,0.0,0.0,18241.82,2605.97,1.2857142857142858,9.0,0.71,5.0,2,0.08,0.15,0.33,807.0,134.5,3119.0,519.83,6,6.325,2.6666666666666665,16.0,1.3333333333333333,8.0,0.0
516269,1986-09-07,36.0,F,0,0,usa,stockton,SCK,37.894,-121.239,2023-01-07,6.0,143.0,1287.0,5,9,173,10.25,0,1,0.1,0.1,0.125,2940.34,735.09,4,4,8,58.57,0.0049,11864.44,2966.11,1.5,6.0,0.25,1.0,0,0.0,0.0,0.0,680.0,136.0,2404.0,480.8,5,0.0,3.0,15.0,1.4,7.0,0.022838403768317125
516273,1982-07-26,41.0,F,0,1,usa,tampa,TPA,27.975,-82.533,2023-01-07,6.0,84.375,675.0,2,8,91,6.0,0,0,0.0,0.0,0.0,548.49,274.25,2,2,4,0.0,0.0,2942.9,1471.45,1.0,2.0,0.5,1.0,0,0.0,0.0,0.0,560.0,280.0,1680.0,840.0,2,0.0,3.0,6.0,1.0,2.0,0.0
516282,1981-04-08,42.0,F,1,0,canada,victoria,YYJ,48.647,-123.426,2023-01-07,6.0,92.125,737.0,2,8,100,8.0,0,0,0.0,0.0,0.0,1002.45,501.22,2,2,4,0.0,0.0,5521.54,2760.77,1.0,2.0,1.5,3.0,0,0.0,0.0,0.0,328.0,164.0,656.0,328.0,2,0.0,2.0,4.0,1.0,2.0,0.0
516283,1999-10-13,23.0,M,1,1,usa,phoenix,PHX,33.434,-112.008,2023-01-07,6.0,76.85714285714286,538.0,1,7,72,8.0,1,1,0.25,0.25,0.5,271.77,271.77,1,1,2,67.94,0.0419,1620.34,1620.34,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,171.0,171.0,171.0,171.0,1,0.0,1.0,1.0,1.0,1.0,0.026492080451075047
516287,1970-10-10,52.0,F,1,0,usa,honolulu,HNL,21.316,-157.927,2023-01-07,6.0,98.28571428571428,688.0,1,7,92,13.0,1,0,0.0,0.0,0.0,700.54,700.54,1,1,2,0.0,0.0,4327.6,4327.6,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,61.0,61.0,549.0,549.0,1,0.0,9.0,9.0,1.0,1.0,0.0
516290,1978-10-10,44.0,M,0,0,usa,omaha,OMA,41.302,-95.894,2023-01-07,6.0,164.375,1315.0,3,8,178,6.0,0,0,0.0,0.0,0.0,779.94,389.97,2,2,4,0.0,0.0,3019.17,1509.58,1.5,3.0,0.0,0.0,0,0.0,0.0,0.0,566.0,188.67,3346.0,1115.33,3,0.0,4.666666666666667,14.0,1.3333333333333333,4.0,0.0
